gene_callers_id	source	accession	function	e_value
1048	NCBI_PGAP	WP_049587663.1	transcriptional regulator BetI (betI)	0
1049	NCBI_PGAP	WP_049587665.1	M13 family metallopeptidase	0
1050	NCBI_PGAP	WP_049587666.1	GNAT family N-acetyltransferase	0
1051	NCBI_PGAP	WP_014948670.1	regulatory protein RecX	0
1052	NCBI_PGAP	WP_014948671.1	alanine--tRNA ligase (alaS)	0
1053	NCBI_PGAP	WP_012517705.1	carbon storage regulator CsrA (csrA)	0
1054	NCBI_PGAP	WP_049587668.1	OadG family protein	0
1055	NCBI_PGAP	WP_049587671.1	sodium-extruding oxaloacetate decarboxylase subunit alpha (oadA)	0
1056	NCBI_PGAP	WP_014948675.1	sodium ion-translocating decarboxylase subunit beta	0
1057	NCBI_PGAP	WP_039233285.1	ABC transporter ATP-binding protein	0
1058	NCBI_PGAP	WP_014978627.1	ATP-binding cassette domain-containing protein	0
1059	NCBI_PGAP	WP_014948678.1	ABC transporter permease subunit	0
1060	NCBI_PGAP	WP_080752378.1	ABC transporter permease	0
1061	NCBI_PGAP	WP_014975926.1	ABC transporter substrate-binding protein	0
1062	NCBI_PGAP	WP_049587674.1	phage shock protein operon transcriptional activator (pspF)	0
1063	NCBI_PGAP	WP_014948682.1	phage shock protein PspA (pspA)	0
1064	NCBI_PGAP	WP_014948683.1	envelope stress response membrane protein PspB (pspB)	0
1065	NCBI_PGAP	WP_014948684.1	envelope stress response membrane protein PspC (pspC)	0
1066	NCBI_PGAP	WP_014948685.1	phenylalanine 4-monooxygenase	0
1067	NCBI_PGAP	WP_014948686.1	transcriptional regulator TyrR (tyrR)	0
1068	NCBI_PGAP	WP_049587676.1	fumarylacetoacetate hydrolase family protein	0
1069	NCBI_PGAP	WP_014975930.1	maleylacetoacetate isomerase (maiA)	0
1070	NCBI_PGAP	WP_014948689.1	Lrp/AsnC family transcriptional regulator	0
1071	NCBI_PGAP	WP_049587678.1	Glu/Leu/Phe/Val dehydrogenase	0
1072	NCBI_PGAP	WP_014948691.1	late competence development ComFB family protein	0
1073	NCBI_PGAP	WP_049587680.1	tryptophan 2,3-dioxygenase	0
1074	NCBI_PGAP	WP_039226416.1	TonB-dependent receptor	0
1075	NCBI_PGAP	WP_152910887.1	sulfotransferase family protein	0
1076	NCBI_PGAP	WP_049587684.1	TonB-dependent receptor	0
1077	NCBI_PGAP	WP_049587685.1	2OG-Fe(II) oxygenase	0
1079	NCBI_PGAP	WP_049587687.1	aspartyl/asparaginyl beta-hydroxylase domain-containing protein	0
1080	NCBI_PGAP	WP_049587689.1	tetratricopeptide repeat protein	0
1081	NCBI_PGAP	WP_014975937.1	2OG-Fe(II) oxygenase	0
1082	NCBI_PGAP	WP_014948702.1	DUF3450 domain-containing protein	0
1083	NCBI_PGAP	WP_049587691.1	MotA/TolQ/ExbB proton channel family protein	0
1084	NCBI_PGAP	WP_012517736.1	MotA/TolQ/ExbB proton channel family protein	0
1085	NCBI_PGAP	WP_012517737.1	biopolymer transporter ExbD	0
1086	NCBI_PGAP	WP_014948704.1	energy transducer TonB	0
1087	NCBI_PGAP	WP_014975939.1	tetratricopeptide repeat protein	0
1088	NCBI_PGAP	WP_049587693.1	tRNA(Met) cytidine acetyltransferase	0
1089	NCBI_PGAP	WP_012517742.1	acyl-CoA thioesterase	0
1090	NCBI_PGAP	WP_049587695.1	TonB-dependent receptor	0
1092	NCBI_PGAP	WP_049587696.1	nicotinamide mononucleotide transporter	0
1093	NCBI_PGAP	WP_049587697.1	phosphotransferase	0
1095	NCBI_PGAP	WP_049587699.1	ribosomal protein S18-alanine N-acetyltransferase (rimI)	0
1096	NCBI_PGAP	WP_049587709.1	DMT family transporter	0
1097	NCBI_PGAP	WP_049587701.1	LysR family transcriptional regulator	0
1098	NCBI_PGAP	WP_049587703.1	MFS transporter	0
1099	NCBI_PGAP	WP_049585763.1	DUF2955 domain-containing protein	0
1100	NCBI_PGAP	WP_049585766.1	HlyD family secretion protein	0
1101	NCBI_PGAP	WP_014948722.1	MarR family transcriptional regulator	0
1102	NCBI_PGAP	WP_049585771.1	two-component system response regulator BtsR (yehT)	0
1103	NCBI_PGAP	WP_049585773.1	sensor histidine kinase	0
1104	NCBI_PGAP	WP_014948725.1	carbon starvation protein A	0
1105	NCBI_PGAP	WP_014948726.1	peptide chain release factor 3 (prfC)	0
1106	NCBI_PGAP	WP_014948727.1	arginine--tRNA ligase (argS)	0
1107	NCBI_PGAP	WP_049585779.1	NAD(P)H-dependent oxidoreductase	0
1108	NCBI_PGAP	WP_049585781.1	sulfotransferase family protein	0
1109	NCBI_PGAP	WP_014948730.1	pentapeptide repeat-containing protein	0
1110	NCBI_PGAP	WP_014948731.1	PQQ-dependent dehydrogenase, methanol/ethanol family	0
1111	NCBI_PGAP	WP_049585783.1	response regulator transcription factor	0
1112	NCBI_PGAP	WP_049585784.1	EAL domain-containing protein	0
1113	NCBI_PGAP	WP_049585786.1	DUF2891 domain-containing protein	0
1114	NCBI_PGAP	WP_049585787.1	PLP-dependent cysteine synthase family protein	0
1115	NCBI_PGAP	WP_049585789.1	endonuclease/exonuclease/phosphatase family protein	0
1116	NCBI_PGAP	WP_049585914.1	GGDEF domain-containing protein	0
1117	NCBI_PGAP	WP_049585790.1	DUF417 family protein	0
1121	NCBI_PGAP	WP_049585796.1	LysR family transcriptional regulator	0
1122	NCBI_PGAP	WP_049585798.1	SDR family oxidoreductase	0
1123	NCBI_PGAP	WP_039226505.1	DUF2177 family protein	0
1124	NCBI_PGAP	WP_080986366.1	acyl-CoA desaturase	0
1125	NCBI_PGAP	WP_049585802.1	oxidoreductase	0
1126	NCBI_PGAP	WP_049585804.1	alkene reductase (nemA)	0
1128	NCBI_PGAP	WP_049585808.1	lysine--tRNA ligase (lysS)	0
1129	NCBI_PGAP	WP_049585810.1	2-dehydropantoate 2-reductase	0
1130	NCBI_PGAP	WP_049585812.1	RNA pseudouridine synthase	0
1131	NCBI_PGAP	WP_014948751.1	Hpt domain-containing protein	0
1132	NCBI_PGAP	WP_049585814.1	insulinase family protein	0
1133	NCBI_PGAP	WP_080986367.1	glutamate--cysteine ligase	0
1137	NCBI_PGAP	WP_049585820.1	endonuclease SmrB (smrB)	0
1138	NCBI_PGAP	WP_049585917.1	50S ribosomal protein L3 N(5)-glutamine methyltransferase (prmB)	0
1139	NCBI_PGAP	WP_039222880.1	chorismate synthase (aroC)	0
1140	NCBI_PGAP	WP_049585822.1	MFS transporter	0
1141	NCBI_PGAP	WP_014978686.1	SpoVR family protein	0
1142	NCBI_PGAP	WP_014948762.1	YeaH/YhbH family protein	0
1143	NCBI_PGAP	WP_014975982.1	PrkA family serine protein kinase	0
1144	NCBI_PGAP	WP_014948764.1	superoxide dismutase [Fe] (sodB)	0
1145	NCBI_PGAP	WP_014948765.1	Grx4 family monothiol glutaredoxin	0
1146	NCBI_PGAP	WP_039226539.1	TonB-dependent receptor	0
1147	NCBI_PGAP	WP_014948766.1	RNA polymerase sigma factor	0
1148	NCBI_PGAP	WP_049585828.1	FecR domain-containing protein	0
1149	NCBI_PGAP	WP_049585829.1	TonB-dependent receptor	0
1150	NCBI_PGAP	WP_014948769.1	bacterioferritin-associated ferredoxin	0
1151	NCBI_PGAP	WP_014948770.1	peroxiredoxin C	0
1152	NCBI_PGAP	WP_014948771.1	ribonuclease T	0
1153	NCBI_PGAP	WP_014975986.1	OmpA family protein	0
1154	NCBI_PGAP	WP_049585830.1	glycerophosphodiester phosphodiesterase (glpQ)	0
1155	NCBI_PGAP	WP_080760014.1	lactoylglutathione lyase (gloA)	0
1156	NCBI_PGAP	WP_049585831.1	SDR family oxidoreductase	0
1157	NCBI_PGAP	WP_014948776.1	cold-shock protein	0
1159	NCBI_PGAP	WP_014948778.1	M20/M25/M40 family metallo-hydrolase	0
1160	NCBI_PGAP	WP_049585832.1	endonuclease III	0
1161	NCBI_PGAP	WP_049585833.1	electron transport complex subunit E	0
1162	NCBI_PGAP	WP_049585834.1	RnfABCDGE type electron transport complex subunit G	0
1163	NCBI_PGAP	WP_049585835.1	electron transport complex subunit RsxD (rsxD)	0
1164	NCBI_PGAP	WP_049585836.1	electron transport complex subunit RsxC (rsxC)	0
1165	NCBI_PGAP	WP_014975992.1	electron transport complex subunit RsxB (rsxB)	0
1166	NCBI_PGAP	WP_014975993.1	electron transport complex subunit RsxA (rsxA)	0
1167	NCBI_PGAP	WP_080986371.1	MATE family efflux transporter	0
1168	NCBI_PGAP	WP_014948785.1	excinuclease ABC subunit UvrB (uvrB)	0
1169	NCBI_PGAP	WP_014948786.1	LysR family transcriptional regulator	0
1170	NCBI_PGAP	WP_014975995.1	7-cyano-7-deazaguanine synthase QueC (queC)	0
1171	NCBI_PGAP	WP_014948788.1	7-carboxy-7-deazaguanine synthase QueE (queE)	0
1172	NCBI_PGAP	WP_014975996.1	amino acid ABC transporter substrate-binding protein	0
1173	NCBI_PGAP	WP_014948790.1	asparagine synthase B	0
1174	NCBI_PGAP	WP_049585838.1	M28 family peptidase	0
1175	NCBI_PGAP	WP_152910864.1	DUF3025 domain-containing protein	0
1176	NCBI_PGAP	WP_014948793.1	YIP1 family protein	0
1177	NCBI_PGAP	WP_049585839.1	SLC13 family permease	0
1178	NCBI_PGAP	WP_014948795.1	sulfate adenylyltransferase subunit CysN (cysN)	0
1179	NCBI_PGAP	WP_049585840.1	3'(2'),5'-bisphosphate nucleotidase CysQ (cysQ)	0
1180	NCBI_PGAP	WP_049585841.1	adenylyl-sulfate kinase (cysC)	0
1181	NCBI_PGAP	WP_049585842.1	sulfate adenylyltransferase subunit CysD (cysD)	0
1182	NCBI_PGAP	WP_049585843.1	sodium/proline symporter PutP (putP)	0
1183	NCBI_PGAP	WP_049585844.1	GGDEF domain-containing protein	0
1184	NCBI_PGAP	WP_014948800.1	DUF3379 domain-containing protein	0
1185	NCBI_PGAP	WP_039233340.1	sigma-70 family RNA polymerase sigma factor	0
1186	NCBI_PGAP	WP_049585845.1	DUF885 domain-containing protein	0
1187	NCBI_PGAP	WP_049585846.1	protein BatD	0
1188	NCBI_PGAP	WP_049585847.1	VWA domain-containing protein	0
1189	NCBI_PGAP	WP_049585848.1	VWA domain-containing protein	0
1190	NCBI_PGAP	WP_049585849.1	DUF4381 domain-containing protein	0
1191	NCBI_PGAP	WP_049585850.1	DUF58 domain-containing protein	0
1192	NCBI_PGAP	WP_014948808.1	MoxR family ATPase	0
1193	NCBI_PGAP	WP_049585851.1	acetyl-CoA C-acyltransferase FadI (fadI)	0
1194	NCBI_PGAP	WP_049585918.1	fatty acid oxidation complex subunit alpha FadJ (fadJ)	0
1196	NCBI_PGAP	WP_053103807.1	EAL domain-containing protein	0
1197	NCBI_PGAP	WP_049585854.1	insulinase family protein	0
1198	NCBI_PGAP	WP_014948815.1	phosphohistidine phosphatase SixA (sixA)	0
1200	NCBI_PGAP	WP_014948817.1	HlyC/CorC family transporter	0
1201	NCBI_PGAP	WP_014948818.1	cytochrome c biogenesis protein CcsA	0
1202	NCBI_PGAP	WP_014948819.1	signal recognition particle protein	0
1204	NCBI_PGAP	WP_049585856.1	ATP-binding protein	0
1207	NCBI_PGAP	WP_049585858.1	TerB family tellurite resistance protein	0
1208	NCBI_PGAP	WP_049585859.1	alpha/beta hydrolase	0
1209	NCBI_PGAP	WP_049585860.1	efflux RND transporter permease subunit	0
1210	NCBI_PGAP	WP_014948828.1	efflux RND transporter periplasmic adaptor subunit	0
1211	NCBI_PGAP	WP_049585861.1	ATP-binding cassette domain-containing protein	0
1212	NCBI_PGAP	WP_049585862.1	DsbA family protein	0
1214	NCBI_PGAP	WP_014948832.1	30S ribosomal protein S16 (rpsP)	0
1215	NCBI_PGAP	WP_049585864.1	ribosome maturation factor RimM (rimM)	0
1216	NCBI_PGAP	WP_080986369.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
1217	NCBI_PGAP	WP_024015986.1	50S ribosomal protein L19 (rplS)	0
1218	NCBI_PGAP	WP_014948836.1	trimeric intracellular cation channel family protein	0
1219	NCBI_PGAP	WP_014948837.1	enoyl-CoA hydratase/isomerase family protein	0
1220	NCBI_PGAP	WP_014948838.1	3-deoxy-7-phosphoheptulonate synthase	0
1221	NCBI_PGAP	WP_014976023.1	bifunctional chorismate mutase/prephenate dehydrogenase (tyrA)	0
1222	NCBI_PGAP	WP_049585865.1	prephenate dehydratase (pheA)	0
1223	NCBI_PGAP	WP_014948846.1	response regulator	0
1224	NCBI_PGAP	WP_049585866.1	stress response translation initiation inhibitorYciH (yciH)	0
1225	NCBI_PGAP	WP_014948848.1	STAS domain-containing protein	0
1226	NCBI_PGAP	WP_049585867.1	fused response regulator/phosphatase	0
1227	NCBI_PGAP	WP_014948851.1	TerB family tellurite resistance protein	0
1228	NCBI_PGAP	WP_049585868.1	EAL domain-containing protein	0
1229	NCBI_PGAP	WP_014948854.1	calcium-binding protein	0
1230	NCBI_PGAP	WP_049585869.1	HAMP domain-containing histidine kinase	0
1232	NCBI_PGAP	WP_049585870.1	sigma 54-interacting transcriptional regulator	0
1233	NCBI_PGAP	WP_014976033.1	GAF domain-containing protein	0
1234	NCBI_PGAP	WP_049585871.1	DUF72 domain-containing protein	0
1235	NCBI_PGAP	WP_049585872.1	aspartate--tRNA ligase (aspS)	0
1236	NCBI_PGAP	WP_049585873.1	dihydroneopterin triphosphate diphosphatase (nudB)	0
1237	NCBI_PGAP	WP_039216777.1	crossover junction endodeoxyribonuclease RuvC (ruvC)	0
1238	NCBI_PGAP	WP_014948863.1	Holliday junction branch migration protein RuvA (ruvA)	0
1239	NCBI_PGAP	WP_014976035.1	Holliday junction branch migration DNA helicase RuvB (ruvB)	0
1240	NCBI_PGAP	WP_049585874.1	tol-pal system-associated acyl-CoA thioesterase (ybgC)	0
1241	NCBI_PGAP	WP_014948866.1	protein TolQ (tolQ)	0
1242	NCBI_PGAP	WP_014948867.1	protein TolR (tolR)	0
1243	NCBI_PGAP	WP_049585921.1	cell envelope integrity protein TolA (tolA)	0
1244	NCBI_PGAP	WP_014948869.1	Tol-Pal system protein TolB (tolB)	0
1245	NCBI_PGAP	WP_014948870.1	peptidoglycan-associated lipoprotein Pal (pal)	0
1246	NCBI_PGAP	WP_080986370.1	tol-pal system protein YbgF (ybgF)	0
1247	NCBI_PGAP	WP_049585876.1	quinolinate synthase NadA (nadA)	0
1249	NCBI_PGAP	WP_049585877.1	patatin family protein	0
1250	NCBI_PGAP	WP_049585878.1	2-dehydropantoate 2-reductase	0
1251	NCBI_PGAP	WP_049585879.1	porin	0
1252	NCBI_PGAP	WP_049585880.1	response regulator	0
1253	NCBI_PGAP	WP_049585881.1	glyoxalase	0
1254	NCBI_PGAP	WP_014948878.1	aspartate-semialdehyde dehydrogenase (asd)	0
1255	NCBI_PGAP	WP_049585883.1	cytochrome b	0
1256	NCBI_PGAP	WP_049585884.1	GGDEF domain-containing protein	0
1259	NCBI_PGAP	WP_049585887.1	M48 family metallopeptidase	0
1260	NCBI_PGAP	WP_049585888.1	CBS domain-containing protein	0
1261	NCBI_PGAP	WP_049585889.1	efflux RND transporter permease subunit	0
1262	NCBI_PGAP	WP_039227323.1	efflux RND transporter periplasmic adaptor subunit	0
1263	NCBI_PGAP	WP_014976048.1	TetR/AcrR family transcriptional regulator	0
1264	NCBI_PGAP	WP_049585922.1	TonB-dependent siderophore receptor	0
1265	NCBI_PGAP	WP_049585890.1	GNAT family N-acetyltransferase	0
1266	NCBI_PGAP	WP_049585891.1	efflux RND transporter permease subunit	0
1267	NCBI_PGAP	WP_049585923.1	efflux RND transporter periplasmic adaptor subunit	0
1268	NCBI_PGAP	WP_049585892.1	GGDEF domain-containing protein	0
1269	NCBI_PGAP	WP_049585893.1	membrane integrity-associated transporter subunit PqiC	0
1270	NCBI_PGAP	WP_049585894.1	intermembrane transport protein PqiB (pqiB)	0
1271	NCBI_PGAP	WP_152910865.1	paraquat-inducible protein A	0
1272	NCBI_PGAP	WP_049585896.1	asparagine--tRNA ligase (asnS)	0
1274	NCBI_PGAP	WP_049585898.1	calcium/sodium antiporter	0
1275	NCBI_PGAP	WP_049585899.1	RimK family protein	0
1276	NCBI_PGAP	WP_049585900.1	peptidase C39 family protein	0
1278	NCBI_PGAP	WP_049585901.1	DUF2937 family protein	0
1279	NCBI_PGAP	WP_049585925.1	adenosylmethionine--8-amino-7-oxononanoate transaminase (bioA)	0
1280	NCBI_PGAP	WP_049585902.1	biotin synthase BioB (bioB)	0
1281	NCBI_PGAP	WP_049585903.1	8-amino-7-oxononanoate synthase	0
1282	NCBI_PGAP	WP_049585904.1	methyltransferase	0
1283	NCBI_PGAP	WP_049585905.1	dethiobiotin synthase (bioD)	0
1284	NCBI_PGAP	WP_014978798.1	dipeptidase PepE (pepE)	0
1285	NCBI_PGAP	WP_014948910.1	low molecular weight phosphotyrosine protein phosphatase	0
1286	NCBI_PGAP	WP_049585906.1	iron ABC transporter permease	0
1287	NCBI_PGAP	WP_049585907.1	ABC transporter ATP-binding protein	0
1288	NCBI_PGAP	WP_014978802.1	3-deoxy-7-phosphoheptulonate synthase class II	0
1289	NCBI_PGAP	WP_049585908.1	DUF4118 domain-containing protein	0
1290	NCBI_PGAP	WP_049585909.1	response regulator transcription factor	0
1291	NCBI_PGAP	WP_014948916.1	TrkA family potassium uptake protein	0
1292	NCBI_PGAP	WP_049585910.1	Ktr system potassium transporter B	0
1294	NCBI_PGAP	WP_014948919.1	DUF3820 family protein	0
1295	NCBI_PGAP	WP_049585911.1	ABC transporter ATP-binding protein/permease	0
1296	NCBI_PGAP	WP_049585912.1	GTP 3',8-cyclase MoaA (moaA)	0
1297	NCBI_PGAP	WP_014948922.1	GNAT family N-acetyltransferase	0
1298	NCBI_PGAP	WP_049585913.1	response regulator	0
1299	NCBI_PGAP	WP_049589208.1	glutamate--tRNA ligase (gltX)	0
1300	NCBI_PGAP	WP_049586858.1	M14 family metallocarboxypeptidase	0
1302	NCBI_PGAP	WP_049586854.1	DUF1289 domain-containing protein	0
1303	NCBI_PGAP	WP_049586853.1	tRNA dihydrouridine(16) synthase DusC (dusC)	0
1306	NCBI_PGAP	WP_049586851.1	arylesterase	0
1307	NCBI_PGAP	WP_039225748.1	ABC transporter ATP-binding protein	0
1308	NCBI_PGAP	WP_049586849.1	FtsX-like permease family protein	0
1309	NCBI_PGAP	WP_049586847.1	TIGR01777 family protein	0
1310	NCBI_PGAP	WP_012517852.1	dihydroneopterin triphosphate 2'-epimerase (folX)	0
1311	NCBI_PGAP	WP_049586845.1	AI-2E family transporter	0
1313	NCBI_PGAP	WP_014948936.1	response regulator transcription factor	0
1314	NCBI_PGAP	WP_014948937.1	PepSY domain-containing protein	0
1315	NCBI_PGAP	WP_049586841.1	pyridoxamine 5'-phosphate oxidase family protein	0
1316	NCBI_PGAP	WP_049586839.1	YciI family protein	0
1317	NCBI_PGAP	WP_049586837.1	tryptophan synthase subunit alpha (trpA)	0
1318	NCBI_PGAP	WP_049586836.1	tryptophan synthase subunit beta (trpB)	0
1319	NCBI_PGAP	WP_049586834.1	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF (trpCF)	0
1320	NCBI_PGAP	WP_049586832.1	anthranilate phosphoribosyltransferase (trpD)	0
1321	NCBI_PGAP	WP_049586830.1	aminodeoxychorismate/anthranilate synthase component II	0
1322	NCBI_PGAP	WP_049586828.1	anthranilate synthase component 1	0
1323	NCBI_PGAP	WP_049586825.1	PHP domain-containing protein	0
1324	NCBI_PGAP	WP_014948946.1	threonylcarbamoyl-AMP synthase	0
1325	NCBI_PGAP	WP_049586823.1	segregation/condensation protein A	0
1326	NCBI_PGAP	WP_014948948.1	SMC-Scp complex subunit ScpB (scpB)	0
1327	NCBI_PGAP	WP_014948949.1	23S rRNA pseudouridine(2605) synthase RluB (rluB)	0
1328	NCBI_PGAP	WP_039225720.1	2,5-didehydrogluconate reductase DkgB (dkgB)	0
1329	NCBI_PGAP	WP_049586820.1	sugar O-acetyltransferase	0
1331	NCBI_PGAP	WP_049586817.1	DUF445 domain-containing protein	0
1332	NCBI_PGAP	WP_049586815.1	thiopurine S-methyltransferase (tmpT)	0
1333	NCBI_PGAP	WP_012517879.1	outer membrane protein assembly factor BamE (bamE)	0
1334	NCBI_PGAP	WP_049586813.1	DNA repair protein RecN (recN)	0
1335	NCBI_PGAP	WP_014976104.1	DNA starvation/stationary phase protection protein Dps (dps)	0
1336	NCBI_PGAP	WP_014948959.1	NAD(+) kinase (nadK)	0
1337	NCBI_PGAP	WP_049586811.1	fatty acid cis/trans isomerase	0
1338	NCBI_PGAP	WP_049586860.1	iron-containing alcohol dehydrogenase	0
1339	NCBI_PGAP	WP_049586810.1	3-hydroxybutyrate dehydrogenase	0
1340	NCBI_PGAP	WP_049586808.1	prolyl oligopeptidase family serine peptidase	0
1341	NCBI_PGAP	WP_049586806.1	homoserine O-acetyltransferase	0
1342	NCBI_PGAP	WP_049586804.1	GntP family permease	0
1343	NCBI_PGAP	WP_049586801.1	TonB-dependent receptor	0
1344	NCBI_PGAP	WP_049586800.1	response regulator transcription factor	0
1345	NCBI_PGAP	WP_049586798.1	hybrid sensor histidine kinase/response regulator	0
1346	NCBI_PGAP	WP_049586796.1	sel1 repeat family protein	0
1347	NCBI_PGAP	WP_049586795.1	nucleotide exchange factor GrpE (grpE)	0
1348	NCBI_PGAP	WP_014948972.1	molecular chaperone DnaK (dnaK)	0
1349	NCBI_PGAP	WP_014948973.1	molecular chaperone DnaJ (dnaJ)	0
1350	NCBI_PGAP	WP_014948974.1	cytochrome c	0
1353	NCBI_PGAP	WP_049586792.1	bifunctional diguanylate cyclase/phosphodiesterase	0
1354	NCBI_PGAP	WP_049586790.1	propionyl-CoA synthetase	0
1355	NCBI_PGAP	WP_049586859.1	cytochrome b/b6 domain-containing protein	0
1356	NCBI_PGAP	WP_014976121.1	4-hydroxy-tetrahydrodipicolinate reductase (dapB)	0
1357	NCBI_PGAP	WP_014948979.1	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit (carA)	0
1358	NCBI_PGAP	WP_049586789.1	carbamoyl-phosphate synthase large subunit (carB)	0
1359	NCBI_PGAP	WP_014948981.1	transcription elongation factor GreA (greA)	0
1361	NCBI_PGAP	WP_014948985.1	NUDIX hydrolase	0
1362	NCBI_PGAP	WP_014948986.1	DUF3224 domain-containing protein	0
1363	NCBI_PGAP	WP_049586787.1	Hsp20 family protein	0
1364	NCBI_PGAP	WP_049586785.1	acetate kinase	0
1365	NCBI_PGAP	WP_049586784.1	phosphate acetyltransferase	0
1366	NCBI_PGAP	WP_049586783.1	amidohydrolase family protein	0
1367	NCBI_PGAP	WP_049586782.1	apolipoprotein N-acyltransferase (lnt)	0
1368	NCBI_PGAP	WP_014948991.1	CNNM family magnesium/cobalt transport protein CorC (corC)	0
1369	NCBI_PGAP	WP_049586781.1	rRNA maturation RNase YbeY (ybeY)	0
1370	NCBI_PGAP	WP_039216249.1	PhoH family protein	0
1371	NCBI_PGAP	WP_049586779.1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB (miaB)	0
1372	NCBI_PGAP	WP_049586778.1	FAD-dependent monooxygenase (ubiF)	0
1374	NCBI_PGAP	WP_014976138.1	TetR/AcrR family transcriptional regulator	0
1375	NCBI_PGAP	WP_049586775.1	carboxymuconolactone decarboxylase family protein	0
1376	NCBI_PGAP	WP_156080642.1	IS110 family transposase	0
1378	NCBI_PGAP	WP_039225628.1	TonB-dependent receptor	0
1379	NCBI_PGAP	WP_014976142.1	acyl-CoA thioesterase	0
1380	NCBI_PGAP	WP_080986466.1	flavin reductase family protein	0
1381	NCBI_PGAP	WP_049588852.1	cupin domain-containing protein	0
1382	NCBI_PGAP	WP_014949007.1	alanine:cation symporter family protein	0
1383	NCBI_PGAP	WP_049588853.1	peptidylprolyl isomerase	0
1384	NCBI_PGAP	WP_014949009.1	redox-regulated ATPase YchF (ychF)	0
1385	NCBI_PGAP	WP_014976149.1	aminoacyl-tRNA hydrolase	0
1386	NCBI_PGAP	WP_014976150.1	50S ribosomal protein L25/general stress proteinCtc	0
1387	NCBI_PGAP	WP_049588854.1	NAD(P)-dependent alcohol dehydrogenase	0
1389	NCBI_PGAP	WP_014949014.1	ribose-phosphate pyrophosphokinase (prs)	0
1390	NCBI_PGAP	WP_049588856.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase (ispE)	0
1391	NCBI_PGAP	WP_049588857.1	outer membrane lipoprotein LolB (lolB)	0
1392	NCBI_PGAP	WP_014949017.1	glutamyl-tRNA reductase	0
1393	NCBI_PGAP	WP_014949018.1	peptide chain release factor 1 (prfA)	0
1394	NCBI_PGAP	WP_049588858.1	peptide chain release factor N(5)-glutamine methyltransferase (prmC)	0
1395	NCBI_PGAP	WP_049588859.1	DUF3369 domain-containing protein	0
1396	NCBI_PGAP	WP_014949021.1	SirB2 family protein	0
1397	NCBI_PGAP	WP_014949022.1	3-deoxy-8-phosphooctulonate synthase (kdsA)	0
1399	NCBI_PGAP	WP_014949024.1	transcriptional regulator GcvA (gcvA)	0
1400	NCBI_PGAP	WP_014976158.1	dienelactone hydrolase family protein	0
1401	NCBI_PGAP	WP_049588860.1	DUF423 domain-containing protein	0
1402	NCBI_PGAP	WP_049588861.1	23S rRNA (cytidine(2498)-2'-O)-methyltransferaseRlmM (rlmM)	0
1403	NCBI_PGAP	WP_049588862.1	elongation factor G	0
1404	NCBI_PGAP	WP_049588984.1	protein kinase	0
1405	NCBI_PGAP	WP_014949030.1	formate/nitrite transporter family protein	0
1406	NCBI_PGAP	WP_049588983.1	DUF3488 domain-containing transglutaminase family protein	0
1407	NCBI_PGAP	WP_049588982.1	DUF58 domain-containing protein	0
1408	NCBI_PGAP	WP_049588981.1	MoxR family ATPase	0
1410	NCBI_PGAP	WP_049588979.1	alpha-D-glucose phosphate-specific phosphoglucomutase	0
1411	NCBI_PGAP	WP_049588978.1	glycogen/starch/alpha-glucan phosphorylase (glgP)	0
1412	NCBI_PGAP	WP_049588977.1	bifunctional diguanylate cyclase/phosphodiesterase	0
1413	NCBI_PGAP	WP_049588976.1	succinylglutamate desuccinylase (astE)	0
1414	NCBI_PGAP	WP_049588975.1	HIT domain-containing protein	0
1415	NCBI_PGAP	WP_014949040.1	heavy metal-binding domain-containing protein	0
1416	NCBI_PGAP	WP_049588974.1	S9 family peptidase	0
1417	NCBI_PGAP	WP_080986474.1	dicarboxylate/amino acid:cation symporter	0
1418	NCBI_PGAP	WP_049588973.1	DUF2897 family protein	0
1419	NCBI_PGAP	WP_049588972.1	M15 family metallopeptidase	0
1420	NCBI_PGAP	WP_049588971.1	succinyl-diaminopimelate desuccinylase (dapE)	0
1421	NCBI_PGAP	WP_014949045.1	ArsC family reductase	0
1422	NCBI_PGAP	WP_049588970.1	PTS glucose transporter subunit IIA	0
1423	NCBI_PGAP	WP_014949047.1	ACT domain-containing protein	0
1424	NCBI_PGAP	WP_039221977.1	ATP-binding protein	0
1425	NCBI_PGAP	WP_039221975.1	IS21 family transposase	0
1426	NCBI_PGAP	WP_014978916.1	4-hydroxyphenylpyruvate dioxygenase (hppD)	0
1427	NCBI_PGAP	WP_049588791.1	homogentisate 1,2-dioxygenase	0
1428	NCBI_PGAP	WP_014976177.1	MarR family transcriptional regulator	0
1429	NCBI_PGAP	WP_069944069.1	patatin-like phospholipase family protein	0
1430	NCBI_PGAP	WP_049588792.1	EAL domain-containing protein	0
1431	NCBI_PGAP	WP_049588793.1	EAL domain-containing protein	0
1432	NCBI_PGAP	WP_080986465.1	MBL fold metallo-hydrolase	0
1433	NCBI_PGAP	WP_049588794.1	efflux RND transporter permease subunit	0
