gene_callers_id	source	accession	function	e_value
894	NCBI_PGAP	WP_156077983.1	TonB-dependent receptor	0
895	NCBI_PGAP	WP_039224712.1	NAD(P)-dependent oxidoreductase	0
896	NCBI_PGAP	WP_156077984.1	alginate lyase	0
897	NCBI_PGAP	WP_156077985.1	alginate lyase family protein	0
898	NCBI_PGAP	WP_014948493.1	cupin domain-containing protein	0
899	NCBI_PGAP	WP_014948494.1	MFS transporter	0
900	NCBI_PGAP	WP_156077986.1	sugar kinase	0
901	NCBI_PGAP	WP_156077987.1	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase (eda)	0
902	NCBI_PGAP	WP_014948497.1	FadR family transcriptional regulator	0
903	NCBI_PGAP	WP_156077988.1	polysaccharide lyase family 7 protein	0
904	NCBI_PGAP	WP_039224966.1	TonB-dependent receptor	0
905	NCBI_PGAP	WP_156077989.1	poly(beta-D-mannuronate) lyase	0
906	NCBI_PGAP	WP_156077990.1	polysaccharide lyase family 7 protein	0
907	NCBI_PGAP	WP_014975823.1	phosphopyruvate hydratase	0
908	NCBI_PGAP	WP_156077991.1	CTP synthase	0
909	NCBI_PGAP	WP_156079097.1	DNA mismatch repair protein MutS (mutS)	0
910	NCBI_PGAP	WP_014948505.1	CinA family protein	0
911	NCBI_PGAP	WP_014948506.1	recombinase RecA (recA)	0
912	NCBI_PGAP	WP_061484952.1	ATP-binding cassette domain-containing protein	0
913	NCBI_PGAP	WP_156077992.1	ABC transporter permease	0
914	NCBI_PGAP	WP_014948509.1	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	0
915	NCBI_PGAP	WP_156079098.1	flagellar hook-length control protein FliK	0
916	NCBI_PGAP	WP_156077993.1	cytochrome c biogenesis heme-transporting ATPaseCcmA (ccmA)	0
917	NCBI_PGAP	WP_014948512.1	heme exporter protein CcmB (ccmB)	0
918	NCBI_PGAP	WP_156077994.1	heme ABC transporter permease	0
919	NCBI_PGAP	WP_014975830.1	heme exporter protein CcmD (ccmD)	0
920	NCBI_PGAP	WP_039223316.1	cytochrome c maturation protein CcmE (ccmE)	0
921	NCBI_PGAP	WP_014948516.1	heme lyase CcmF/NrfE family subunit	0
922	NCBI_PGAP	WP_069943850.1	redoxin family protein	0
923	NCBI_PGAP	WP_069943851.1	cytochrome c-type biogenesis protein CcmH	0
924	NCBI_PGAP	WP_069943852.1	c-type cytochrome biogenesis protein CcmI (ccmI)	0
925	NCBI_PGAP	WP_069943853.1	VacJ family lipoprotein	0
926	NCBI_PGAP	WP_069948995.1	UDP-glucose 4-epimerase GalE (galE)	0
928	NCBI_PGAP	WP_069943855.1	peptide MFS transporter	0
929	NCBI_PGAP	WP_069943856.1	capsule biosynthesis protein	0
930	NCBI_PGAP	WP_014948525.1	ABC transporter ATP-binding protein	0
931	NCBI_PGAP	WP_014948526.1	ABC transporter permease	0
932	NCBI_PGAP	WP_014948527.1	polysaccharide biosynthesis/export family protein	0
934	NCBI_PGAP	WP_014948529.1	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase (wecA)	0
935	NCBI_PGAP	WP_014975841.1	glycosyltransferase	0
936	NCBI_PGAP	WP_069943857.1	glycosyltransferase family 2 protein	0
937	NCBI_PGAP	WP_014975843.1	UTP--glucose-1-phosphate uridylyltransferase GalU (galU)	0
938	NCBI_PGAP	WP_014948533.1	helix-hairpin-helix domain-containing protein	0
939	NCBI_PGAP	WP_014948534.1	isocitrate dehydrogenase	0
940	NCBI_PGAP	WP_069943859.1	histidine kinase	0
941	NCBI_PGAP	WP_014948536.1	DUF3192 domain-containing protein	0
942	NCBI_PGAP	WP_014948537.1	LOG family protein	0
943	NCBI_PGAP	WP_014948538.1	diguanylate cyclase	0
944	NCBI_PGAP	WP_014948539.1	NADPH-dependent 7-cyano-7-deazaguanine reductaseQueF (queF)	0
945	NCBI_PGAP	WP_069943860.1	SecY-interacting protein	0
947	NCBI_PGAP	WP_014948542.1	DUF3192 domain-containing protein	0
948	NCBI_PGAP	WP_014948543.1	GNAT family N-acetyltransferase	0
949	NCBI_PGAP	WP_069943862.1	DUF3301 domain-containing protein	0
950	NCBI_PGAP	WP_069943863.1	DUF3549 family protein	0
951	NCBI_PGAP	WP_069944229.1	YqcC family protein	0
952	NCBI_PGAP	WP_069943864.1	flavodoxin domain-containing protein	0
953	NCBI_PGAP	WP_014975848.1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (dapD)	0
954	NCBI_PGAP	WP_039224764.1	[protein-PII] uridylyltransferase (glnD)	0
955	NCBI_PGAP	WP_014948551.1	type I methionyl aminopeptidase (map)	0
956	NCBI_PGAP	WP_014948552.1	30S ribosomal protein S2 (rpsB)	0
957	NCBI_PGAP	WP_014975850.1	elongation factor Ts (tsf)	0
958	NCBI_PGAP	WP_014948554.1	UMP kinase (pyrH)	0
959	NCBI_PGAP	WP_014948555.1	ribosome recycling factor	0
960	NCBI_PGAP	WP_014948556.1	di-trans,poly-cis-decaprenylcistransferase (uppS)	0
961	NCBI_PGAP	WP_069943866.1	phosphatidate cytidylyltransferase	0
962	NCBI_PGAP	WP_069943867.1	1-deoxy-D-xylulose-5-phosphate reductoisomerase	0
963	NCBI_PGAP	WP_014948559.1	sigma E protease regulator RseP (rseP)	0
964	NCBI_PGAP	WP_049585986.1	outer membrane protein assembly factor BamA (bamA)	0
965	NCBI_PGAP	WP_014948561.1	OmpH family outer membrane protein	0
966	NCBI_PGAP	WP_156077995.1	3-hydroxyacyl-ACP dehydratase FabZ (fabZ)	0
967	NCBI_PGAP	WP_156077996.1	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase (lpxA)	0
968	NCBI_PGAP	WP_156077997.1	lipid-A-disaccharide synthase (lpxB)	0
969	NCBI_PGAP	WP_156077998.1	ribonuclease HII (rnhB)	0
970	NCBI_PGAP	WP_156077999.1	DNA polymerase III subunit alpha (dnaE)	0
971	NCBI_PGAP	WP_014948567.1	acetyl-CoA carboxylase carboxyl transferase subunit alpha (accA)	0
972	NCBI_PGAP	WP_156078000.1	tRNA lysidine(34) synthetase TilS (tilS)	0
973	NCBI_PGAP	WP_156078001.1	GGDEF domain-containing protein	0
974	NCBI_PGAP	WP_156078002.1	cation:proton antiporter	0
976	NCBI_PGAP	WP_049585992.1	tRNA adenosine(34) deaminase TadA (tadA)	0
977	NCBI_PGAP	WP_061094420.1	membrane-bound lytic murein transglycosylase MltF (mltF)	0
978	NCBI_PGAP	WP_156078003.1	phosphoribosylformylglycinamidine synthase (purL)	0
979	NCBI_PGAP	WP_014975863.1	DNA endonuclease SmrA (smrA)	0
980	NCBI_PGAP	WP_156078004.1	flagellar assembly protein T N-terminal domain-containing protein	0
981	NCBI_PGAP	WP_156078005.1	LPP20 family lipoprotein	0
982	NCBI_PGAP	WP_156078006.1	flagellar protein FlgN	0
983	NCBI_PGAP	WP_014948589.1	flagellar biosynthesis anti-sigma factor FlgM (flgM)	0
984	NCBI_PGAP	WP_156079100.1	flagellar basal body P-ring formation protein FlgA (flgA)	0
985	NCBI_PGAP	WP_014948591.1	chemotaxis protein CheV	0
986	NCBI_PGAP	WP_014975874.1	protein-glutamate O-methyltransferase CheR	0
987	NCBI_PGAP	WP_014948594.1	flagellar basal body rod protein FlgB (flgB)	0
988	NCBI_PGAP	WP_012517627.1	flagellar basal body rod protein FlgC (flgC)	0
989	NCBI_PGAP	WP_012517628.1	flagellar hook assembly protein FlgD (flgD)	0
990	NCBI_PGAP	WP_101563668.1	flagellar hook protein FlgE (flgE)	0
991	NCBI_PGAP	WP_014948597.1	flagellar basal body rod protein FlgF	0
992	NCBI_PGAP	WP_014948598.1	flagellar basal-body rod protein FlgG (flgG)	0
993	NCBI_PGAP	WP_014948599.1	flagellar basal body L-ring protein FlgH (flgH)	0
994	NCBI_PGAP	WP_014948600.1	flagellar basal body P-ring protein FlgI (flgI)	0
995	NCBI_PGAP	WP_069943882.1	flagellar assembly peptidoglycan hydrolase FlgJ (flgJ)	0
996	NCBI_PGAP	WP_156078007.1	flagellar hook-associated protein FlgK (flgK)	0
997	NCBI_PGAP	WP_156078008.1	flagellar hook-associated protein FlgL (flgL)	0
999	NCBI_PGAP	WP_014978569.1	flagellin	0
1000	NCBI_PGAP	WP_014978570.1	flagellin	0
1001	NCBI_PGAP	WP_039234167.1	flagellin	0
1002	NCBI_PGAP	WP_069943885.1	flagellar protein FlaG	0
1003	NCBI_PGAP	WP_156078009.1	flagellar filament capping protein FliD (fliD)	0
1004	NCBI_PGAP	WP_014997611.1	flagellar export chaperone FliS (fliS)	0
1006	NCBI_PGAP	WP_156078011.1	motility associated factor glycosyltransferase family protein	0
1007	NCBI_PGAP	WP_014997613.1	glycosyltransferase	0
1008	NCBI_PGAP	WP_156078012.1	glycosyltransferase	0
1009	NCBI_PGAP	WP_156078013.1	NAD-dependent epimerase/dehydratase family protein	0
1010	NCBI_PGAP	WP_156078014.1	glycosyltransferase	0
1012	NCBI_PGAP	WP_156078015.1	Gfo/Idh/MocA family oxidoreductase	0
1013	NCBI_PGAP	WP_156078016.1	acylneuraminate cytidylyltransferase family protein	0
1014	NCBI_PGAP	WP_156078017.1	class I SAM-dependent methyltransferase	0
1016	NCBI_PGAP	WP_156078018.1	FAD-dependent oxidoreductase	0
1017	NCBI_PGAP	WP_069943895.1	SDR family oxidoreductase	0
1019	NCBI_PGAP	WP_156078020.1	GDP-L-fucose synthase	0
1020	NCBI_PGAP	WP_069943898.1	GDP-mannose 4,6-dehydratase (gmd)	0
1021	NCBI_PGAP	WP_156078021.1	UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (pseC)	0
1022	NCBI_PGAP	WP_014997628.1	UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (pseB)	0
1023	NCBI_PGAP	WP_156078022.1	HAD hydrolase-like protein	0
1024	NCBI_PGAP	WP_156078023.1	ATP-grasp domain-containing protein	0
1025	NCBI_PGAP	WP_156078024.1	LicD family protein	0
1026	NCBI_PGAP	WP_156078025.1	pseudaminic acid synthase (pseI)	0
1027	NCBI_PGAP	WP_156079101.1	UDP-2,4-diacetamido-2,4, 6-trideoxy-beta-L-altropyranose hydrolase (pseG)	0
1028	NCBI_PGAP	WP_156078026.1	pseudaminic acid cytidylyltransferase (pseF)	0
1029	NCBI_PGAP	WP_014948625.1	adenylyltransferase/cytidyltransferase family protein	0
1030	NCBI_PGAP	WP_156078027.1	flagellin	0
1031	NCBI_PGAP	WP_039224849.1	sigma-54-dependent Fis family transcriptional regulator	0
1032	NCBI_PGAP	WP_156078028.1	PAS domain-containing protein	0
1033	NCBI_PGAP	WP_049588047.1	sigma-54-dependent Fis family transcriptional regulator	0
1034	NCBI_PGAP	WP_156078029.1	flagellar hook-basal body complex protein FliE (fliE)	0
1035	NCBI_PGAP	WP_101563697.1	flagellar M-ring protein FliF (fliF)	0
1036	NCBI_PGAP	WP_014975903.1	flagellar motor switch protein FliG (fliG)	0
1037	NCBI_PGAP	WP_156078030.1	flagellar assembly protein FliH (fliH)	0
1038	NCBI_PGAP	WP_014948634.1	flagellar protein export ATPase FliI (fliI)	0
1039	NCBI_PGAP	WP_014948635.1	flagellar export protein FliJ (fliJ)	0
1040	NCBI_PGAP	WP_156078031.1	flagellar hook-length control protein FliK	0
1041	NCBI_PGAP	WP_014948637.1	flagellar basal body-associated protein FliL (fliL)	0
1042	NCBI_PGAP	WP_014948638.1	flagellar motor switch protein FliM (fliM)	0
1043	NCBI_PGAP	WP_014948639.1	flagellar motor switch protein FliN (fliN)	0
1044	NCBI_PGAP	WP_014975907.1	flagellar biosynthetic protein FliO (fliO)	0
1045	NCBI_PGAP	WP_014948641.1	flagellar type III secretion system pore proteinFliP (fliP)	0
1046	NCBI_PGAP	WP_012517675.1	flagellar biosynthesis protein FliQ (fliQ)	0
1047	NCBI_PGAP	WP_156078032.1	flagellar type III secretion system protein FliR (fliR)	0
1048	NCBI_PGAP	WP_156078033.1	flagellar biosynthesis protein FlhB (flhB)	0
1050	NCBI_PGAP	WP_014975911.1	L,D-transpeptidase family protein	0
1051	NCBI_PGAP	WP_039224872.1	flagellar biosynthesis protein FlhA (flhA)	0
1052	NCBI_PGAP	WP_014948647.1	flagellar biosynthesis protein FlhF (flhF)	0
1053	NCBI_PGAP	WP_014948648.1	MinD/ParA family protein	0
1054	NCBI_PGAP	WP_014948649.1	RNA polymerase sigma factor FliA	0
1055	NCBI_PGAP	WP_012517682.1	chemotaxis response regulator CheY (cheY)	0
1056	NCBI_PGAP	WP_156078035.1	protein phosphatase CheZ	0
1057	NCBI_PGAP	WP_156078036.1	chemotaxis protein CheA	0
1058	NCBI_PGAP	WP_156078037.1	chemotaxis response regulator protein-glutamate methylesterase (cheB)	0
1059	NCBI_PGAP	WP_014948652.1	ParA family protein	0
1060	NCBI_PGAP	WP_156078038.1	chemotaxis protein CheW	0
1061	NCBI_PGAP	WP_014948654.1	chemotaxis protein CheW	0
1062	NCBI_PGAP	WP_014948655.1	DUF2802 domain-containing protein	0
1063	NCBI_PGAP	WP_156078039.1	homoserine O-succinyltransferase (metA)	0
1064	NCBI_PGAP	WP_156078040.1	homocysteine S-methyltransferase family protein	0
1065	NCBI_PGAP	WP_156078041.1	methionine synthase (metH)	0
1066	NCBI_PGAP	WP_156078042.1	DUF938 domain-containing protein	0
1067	NCBI_PGAP	WP_014948660.1	pyrimidine/purine nucleoside phosphorylase	0
1068	NCBI_PGAP	WP_156078043.1	methyl-accepting chemotaxis protein	0
1069	NCBI_PGAP	WP_156078044.1	LysR family transcriptional regulator	0
1070	NCBI_PGAP	WP_014948663.1	hydrogen peroxide-inducible genes activator	0
1071	NCBI_PGAP	WP_014948664.1	carbonic anhydrase	0
1072	NCBI_PGAP	WP_014948665.1	SulP family inorganic anion transporter	0
1073	NCBI_PGAP	WP_014948666.1	TonB-dependent receptor	0
1074	NCBI_PGAP	WP_156079102.1	transcriptional regulator BetI (betI)	0
1075	NCBI_PGAP	WP_156078045.1	M13 family metallopeptidase	0
1076	NCBI_PGAP	WP_014948669.1	GNAT family N-acetyltransferase	0
1077	NCBI_PGAP	WP_014948670.1	regulatory protein RecX	0
1078	NCBI_PGAP	WP_014975920.1	alanine--tRNA ligase (alaS)	0
1079	NCBI_PGAP	WP_012517705.1	carbon storage regulator CsrA (csrA)	0
1080	NCBI_PGAP	WP_014975921.1	acyl-CoA thioesterase	0
1081	NCBI_PGAP	WP_014975922.1	OadG family protein	0
1082	NCBI_PGAP	WP_156078046.1	sodium-extruding oxaloacetate decarboxylase subunit alpha (oadA)	0
1083	NCBI_PGAP	WP_069943923.1	sodium ion-translocating decarboxylase subunit beta	0
1084	NCBI_PGAP	WP_014948676.1	ABC transporter ATP-binding protein	0
1085	NCBI_PGAP	WP_014978627.1	ATP-binding cassette domain-containing protein	0
1086	NCBI_PGAP	WP_044583731.1	ABC transporter permease subunit	0
1087	NCBI_PGAP	WP_080752378.1	ABC transporter permease	0
1088	NCBI_PGAP	WP_131137308.1	ABC transporter substrate-binding protein	0
1089	NCBI_PGAP	WP_156078047.1	phage shock protein operon transcriptional activator (pspF)	0
1090	NCBI_PGAP	WP_014948682.1	phage shock protein PspA (pspA)	0
1091	NCBI_PGAP	WP_014948683.1	envelope stress response membrane protein PspB (pspB)	0
1092	NCBI_PGAP	WP_014948684.1	envelope stress response membrane protein PspC (pspC)	0
1093	NCBI_PGAP	WP_014948685.1	phenylalanine 4-monooxygenase	0
1094	NCBI_PGAP	WP_014948686.1	transcriptional regulator TyrR (tyrR)	0
1095	NCBI_PGAP	WP_014948687.1	fumarylacetoacetate hydrolase family protein	0
1096	NCBI_PGAP	WP_014975930.1	maleylacetoacetate isomerase (maiA)	0
1097	NCBI_PGAP	WP_014948689.1	Lrp/AsnC family transcriptional regulator	0
1098	NCBI_PGAP	WP_156078048.1	Glu/Leu/Phe/Val dehydrogenase	0
1099	NCBI_PGAP	WP_156078049.1	late competence development ComFB family protein	0
1100	NCBI_PGAP	WP_156078050.1	tryptophan 2,3-dioxygenase	0
1101	NCBI_PGAP	WP_156078051.1	TonB-dependent receptor	0
1102	NCBI_PGAP	WP_156078052.1	2OG-Fe(II) oxygenase	0
1104	NCBI_PGAP	WP_150141110.1	aspartyl/asparaginyl beta-hydroxylase domain-containing protein	0
1105	NCBI_PGAP	WP_150141112.1	tetratricopeptide repeat protein	0
1106	NCBI_PGAP	WP_150141114.1	2OG-Fe(II) oxygenase	0
1107	NCBI_PGAP	WP_014948702.1	DUF3450 domain-containing protein	0
1108	NCBI_PGAP	WP_156078053.1	MotA/TolQ/ExbB proton channel family protein	0
1109	NCBI_PGAP	WP_012517736.1	MotA/TolQ/ExbB proton channel family protein	0
1110	NCBI_PGAP	WP_012517737.1	biopolymer transporter ExbD	0
1111	NCBI_PGAP	WP_014948704.1	energy transducer TonB	0
1112	NCBI_PGAP	WP_156078054.1	tetratricopeptide repeat protein	0
1113	NCBI_PGAP	WP_156078055.1	tRNA(Met) cytidine acetyltransferase	0
1114	NCBI_PGAP	WP_012517742.1	acyl-CoA thioesterase	0
1115	NCBI_PGAP	WP_156078056.1	TonB-dependent receptor	0
1117	NCBI_PGAP	WP_020743106.1	nicotinamide mononucleotide transporter	0
1118	NCBI_PGAP	WP_039222941.1	phosphotransferase	0
1120	NCBI_PGAP	WP_156078057.1	ribosomal protein S18-alanine N-acetyltransferase (rimI)	0
1121	NCBI_PGAP	WP_039222934.1	DMT family transporter	0
1122	NCBI_PGAP	WP_014948715.1	LysR family transcriptional regulator	0
1123	NCBI_PGAP	WP_156078058.1	MFS transporter	0
1124	NCBI_PGAP	WP_156078059.1	TIGR03571 family LLM class oxidoreductase	0
1125	NCBI_PGAP	WP_156078060.1	2,5-didehydrogluconate reductase DkgB (dkgB)	0
1126	NCBI_PGAP	WP_156078061.1	alcohol dehydrogenase catalytic domain-containing protein	0
1127	NCBI_PGAP	WP_020743114.1	DUF2955 domain-containing protein	0
1128	NCBI_PGAP	WP_156078062.1	HlyD family secretion protein	0
1129	NCBI_PGAP	WP_014948722.1	MarR family transcriptional regulator	0
1130	NCBI_PGAP	WP_156078063.1	two-component system response regulator BtsR (yehT)	0
1131	NCBI_PGAP	WP_039226469.1	sensor histidine kinase	0
1132	NCBI_PGAP	WP_014948725.1	carbon starvation protein A	0
1133	NCBI_PGAP	WP_014948726.1	peptide chain release factor 3 (prfC)	0
1134	NCBI_PGAP	WP_075176176.1	arginine--tRNA ligase (argS)	0
1135	NCBI_PGAP	WP_014948728.1	NAD(P)H-dependent oxidoreductase	0
1136	NCBI_PGAP	WP_156078064.1	sulfotransferase family protein	0
1137	NCBI_PGAP	WP_156078065.1	pentapeptide repeat-containing protein	0
1138	NCBI_PGAP	WP_014948731.1	PQQ-dependent dehydrogenase, methanol/ethanol family	0
1139	NCBI_PGAP	WP_014975961.1	response regulator transcription factor	0
1140	NCBI_PGAP	WP_061485124.1	DUF2891 domain-containing protein	0
1141	NCBI_PGAP	WP_156078066.1	PLP-dependent cysteine synthase family protein	0
1142	NCBI_PGAP	WP_014975964.1	endonuclease/exonuclease/phosphatase family protein	0
1143	NCBI_PGAP	WP_156078067.1	DUF417 family protein	0
1146	NCBI_PGAP	WP_101563783.1	LysR family transcriptional regulator	0
1147	NCBI_PGAP	WP_156078068.1	SDR family oxidoreductase	0
1148	NCBI_PGAP	WP_014948742.1	DUF2177 family protein	0
1149	NCBI_PGAP	WP_156078069.1	acyl-CoA desaturase	0
1151	NCBI_PGAP	WP_075176187.1	alkene reductase (nemA)	0
1153	NCBI_PGAP	WP_014948748.1	lysine--tRNA ligase (lysS)	0
1154	NCBI_PGAP	WP_156078072.1	2-dehydropantoate 2-reductase	0
1155	NCBI_PGAP	WP_061485140.1	RNA pseudouridine synthase	0
1156	NCBI_PGAP	WP_014948751.1	Hpt domain-containing protein	0
1157	NCBI_PGAP	WP_156078073.1	insulinase family protein	0
1158	NCBI_PGAP	WP_156078074.1	glutamate--cysteine ligase	0
1162	NCBI_PGAP	WP_014948757.1	endonuclease SmrB (smrB)	0
1163	NCBI_PGAP	WP_061094557.1	50S ribosomal protein L3 N(5)-glutamine methyltransferase (prmB)	0
1164	NCBI_PGAP	WP_156078076.1	chorismate synthase (aroC)	0
1165	NCBI_PGAP	WP_156078077.1	MFS transporter	0
1166	NCBI_PGAP	WP_014978686.1	SpoVR family protein	0
1167	NCBI_PGAP	WP_014948762.1	YeaH/YhbH family protein	0
1168	NCBI_PGAP	WP_014975982.1	PrkA family serine protein kinase	0
1169	NCBI_PGAP	WP_014948764.1	superoxide dismutase [Fe] (sodB)	0
1170	NCBI_PGAP	WP_014948765.1	Grx4 family monothiol glutaredoxin	0
1171	NCBI_PGAP	WP_156078078.1	TonB-dependent receptor	0
1172	NCBI_PGAP	WP_014948766.1	RNA polymerase sigma factor	0
1173	NCBI_PGAP	WP_156078079.1	FecR domain-containing protein	0
1174	NCBI_PGAP	WP_156079105.1	TonB-dependent receptor	0
1175	NCBI_PGAP	WP_014948769.1	bacterioferritin-associated ferredoxin	0
1176	NCBI_PGAP	WP_014948770.1	peroxiredoxin C	0
1177	NCBI_PGAP	WP_156078080.1	ribonuclease T	0
1178	NCBI_PGAP	WP_014975986.1	OmpA family protein	0
1179	NCBI_PGAP	WP_156078081.1	glycerophosphodiester phosphodiesterase (glpQ)	0
1180	NCBI_PGAP	WP_080760014.1	lactoylglutathione lyase (gloA)	0
1181	NCBI_PGAP	WP_069943945.1	SDR family oxidoreductase	0
1182	NCBI_PGAP	WP_014948776.1	cold-shock protein	0
1184	NCBI_PGAP	WP_156078082.1	M20/M25/M40 family metallo-hydrolase	0
1185	NCBI_PGAP	WP_014975990.1	endonuclease III	0
1186	NCBI_PGAP	WP_156078083.1	electron transport complex subunit E	0
1187	NCBI_PGAP	WP_069943947.1	RnfABCDGE type electron transport complex subunit G	0
1188	NCBI_PGAP	WP_061485157.1	electron transport complex subunit RsxD (rsxD)	0
1189	NCBI_PGAP	WP_069943948.1	electron transport complex subunit RsxC (rsxC)	0
1190	NCBI_PGAP	WP_014975992.1	electron transport complex subunit RsxB (rsxB)	0
1191	NCBI_PGAP	WP_014975993.1	electron transport complex subunit RsxA (rsxA)	0
1192	NCBI_PGAP	WP_080590417.1	MATE family efflux transporter	0
1193	NCBI_PGAP	WP_014948785.1	excinuclease ABC subunit UvrB (uvrB)	0
1194	NCBI_PGAP	WP_014948786.1	LysR family transcriptional regulator	0
1195	NCBI_PGAP	WP_014975995.1	7-cyano-7-deazaguanine synthase QueC (queC)	0
1196	NCBI_PGAP	WP_156079106.1	7-carboxy-7-deazaguanine synthase QueE (queE)	0
1197	NCBI_PGAP	WP_014975996.1	amino acid ABC transporter substrate-binding protein	0
1198	NCBI_PGAP	WP_014948790.1	asparagine synthase B	0
1199	NCBI_PGAP	WP_069943950.1	M28 family peptidase	0
1200	NCBI_PGAP	WP_061485169.1	DUF3025 domain-containing protein	0
1201	NCBI_PGAP	WP_014948793.1	YIP1 family protein	0
1202	NCBI_PGAP	WP_014948794.1	SLC13 family permease	0
1203	NCBI_PGAP	WP_014948795.1	sulfate adenylyltransferase subunit CysN (cysN)	0
1204	NCBI_PGAP	WP_156078084.1	3'(2'),5'-bisphosphate nucleotidase CysQ (cysQ)	0
1205	NCBI_PGAP	WP_014948796.1	adenylyl-sulfate kinase (cysC)	0
1206	NCBI_PGAP	WP_014948797.1	sulfate adenylyltransferase subunit CysD (cysD)	0
1207	NCBI_PGAP	WP_039227233.1	sodium/proline symporter PutP (putP)	0
1208	NCBI_PGAP	WP_014976003.1	GGDEF domain-containing protein	0
1209	NCBI_PGAP	WP_014948800.1	DUF3379 domain-containing protein	0
1210	NCBI_PGAP	WP_014976004.1	sigma-70 family RNA polymerase sigma factor	0
1211	NCBI_PGAP	WP_156078085.1	DUF885 domain-containing protein	0
1212	NCBI_PGAP	WP_156078086.1	protein BatD	0
1213	NCBI_PGAP	WP_014976006.1	VWA domain-containing protein	0
1214	NCBI_PGAP	WP_014976007.1	VWA domain-containing protein	0
1215	NCBI_PGAP	WP_014976008.1	DUF4381 domain-containing protein	0
1216	NCBI_PGAP	WP_014976009.1	DUF58 domain-containing protein	0
1217	NCBI_PGAP	WP_014948808.1	MoxR family ATPase	0
1218	NCBI_PGAP	WP_156078087.1	acetyl-CoA C-acyltransferase FadI (fadI)	0
1219	NCBI_PGAP	WP_156078088.1	fatty acid oxidation complex subunit alpha FadJ (fadJ)	0
1221	NCBI_PGAP	WP_156078089.1	EAL domain-containing protein	0
1222	NCBI_PGAP	WP_156078090.1	insulinase family protein	0
1223	NCBI_PGAP	WP_014948815.1	phosphohistidine phosphatase SixA (sixA)	0
1225	NCBI_PGAP	WP_014948817.1	HlyC/CorC family transporter	0
1226	NCBI_PGAP	WP_014948818.1	cytochrome c biogenesis protein CcsA	0
1227	NCBI_PGAP	WP_014948819.1	signal recognition particle protein	0
1228	NCBI_PGAP	WP_156078091.1	collagen-like protein	0
1229	NCBI_PGAP	WP_156078092.1	ATP-binding protein	0
1231	NCBI_PGAP	WP_156078093.1	phosphoenolpyruvate carboxylase	0
1232	NCBI_PGAP	WP_156078094.1	TerB family tellurite resistance protein	0
1233	NCBI_PGAP	WP_061094604.1	alpha/beta hydrolase	0
1234	NCBI_PGAP	WP_061094605.1	efflux RND transporter permease subunit	0
1235	NCBI_PGAP	WP_156078095.1	efflux RND transporter periplasmic adaptor subunit	0
1236	NCBI_PGAP	WP_156078096.1	ATP-binding cassette domain-containing protein	0
1237	NCBI_PGAP	WP_156078097.1	DsbA family protein	0
1239	NCBI_PGAP	WP_014948832.1	30S ribosomal protein S16 (rpsP)	0
1240	NCBI_PGAP	WP_014948833.1	ribosome maturation factor RimM (rimM)	0
1241	NCBI_PGAP	WP_156078098.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
1242	NCBI_PGAP	WP_024015986.1	50S ribosomal protein L19 (rplS)	0
1243	NCBI_PGAP	WP_014948836.1	trimeric intracellular cation channel family protein	0
1244	NCBI_PGAP	WP_156078099.1	enoyl-CoA hydratase/isomerase family protein	0
1245	NCBI_PGAP	WP_014948838.1	3-deoxy-7-phosphoheptulonate synthase	0
1246	NCBI_PGAP	WP_014976023.1	bifunctional chorismate mutase/prephenate dehydrogenase (tyrA)	0
1247	NCBI_PGAP	WP_156078100.1	A1 family peptidase	0
1249	NCBI_PGAP	WP_014948842.1	GNAT family N-acetyltransferase	0
1251	NCBI_PGAP	WP_014976026.1	GGDEF domain-containing protein	0
1252	NCBI_PGAP	WP_039227282.1	prephenate dehydratase (pheA)	0
1253	NCBI_PGAP	WP_014948846.1	response regulator	0
1254	NCBI_PGAP	WP_014948847.1	stress response translation initiation inhibitorYciH (yciH)	0
1255	NCBI_PGAP	WP_014948848.1	STAS domain-containing protein	0
1256	NCBI_PGAP	WP_014976030.1	fused response regulator/phosphatase	0
1257	NCBI_PGAP	WP_156078102.1	TerB family tellurite resistance protein	0
1258	NCBI_PGAP	WP_156078103.1	EAL domain-containing protein	0
1259	NCBI_PGAP	WP_014948854.1	calcium-binding protein	0
1260	NCBI_PGAP	WP_061485238.1	HAMP domain-containing histidine kinase	0
1262	NCBI_PGAP	WP_014948857.1	sigma 54-interacting transcriptional regulator	0
1263	NCBI_PGAP	WP_156078105.1	GAF domain-containing protein	0
1264	NCBI_PGAP	WP_014948859.1	DUF72 domain-containing protein	0
1265	NCBI_PGAP	WP_014948860.1	aspartate--tRNA ligase (aspS)	0
1266	NCBI_PGAP	WP_014948861.1	dihydroneopterin triphosphate diphosphatase (nudB)	0
1267	NCBI_PGAP	WP_014948862.1	crossover junction endodeoxyribonuclease RuvC (ruvC)	0
